epoch,train_loss,val_loss,embedding,split,seed,fraction
0,0.5896993581168815,0.5619968556159063,TCRbert,tcr,46,1.0
1,0.5468972319910247,0.541177988123159,TCRbert,tcr,46,1.0
2,0.5334301143903287,0.531083293181988,TCRbert,tcr,46,1.0
3,0.5220500434935776,0.5287607675881076,TCRbert,tcr,46,1.0
4,0.5136129206362609,0.5264897044753735,TCRbert,tcr,46,1.0
5,0.506635981181932,0.5181624597802458,TCRbert,tcr,46,1.0
6,0.49995565501859784,0.5134792692900781,TCRbert,tcr,46,1.0
7,0.4937676716413171,0.5225906515949589,TCRbert,tcr,46,1.0
8,0.48677212969955863,0.5110552979792841,TCRbert,tcr,46,1.0
9,0.4808167325333615,0.5081826476347046,TCRbert,tcr,46,1.0
10,0.4757441577600599,0.49792405241933124,TCRbert,tcr,46,1.0
11,0.468158235128966,0.5022915444686459,TCRbert,tcr,46,1.0
12,0.46321492191751373,0.49193373815228375,TCRbert,tcr,46,1.0
13,0.45694087387055277,0.4852300807953209,TCRbert,tcr,46,1.0
14,0.45098694604938516,0.49468437616827043,TCRbert,tcr,46,1.0
15,0.44395740793765415,0.4870101403373361,TCRbert,tcr,46,1.0
16,0.4364975928768454,0.47473502232579673,TCRbert,tcr,46,1.0
17,0.43043891872997836,0.47692053459990363,TCRbert,tcr,46,1.0
18,0.4227249586068526,0.47803968712390976,TCRbert,tcr,46,1.0
19,0.41745097534370484,0.4674461444051705,TCRbert,tcr,46,1.0
20,0.40874935231859766,0.4705478031373532,TCRbert,tcr,46,1.0
21,0.4017608769984078,0.47353791711782134,TCRbert,tcr,46,1.0
22,0.3938027457661463,0.46163482026339664,TCRbert,tcr,46,1.0
23,0.386802924278205,0.4673193163571016,TCRbert,tcr,46,1.0
24,0.37803513970743463,0.46965306816596264,TCRbert,tcr,46,1.0
25,0.3719237962615894,0.4701426966209017,TCRbert,tcr,46,1.0
26,0.36128538019603385,0.4608923428533246,TCRbert,tcr,46,1.0
27,0.35547837419659317,0.4611758080354801,TCRbert,tcr,46,1.0
28,0.34622886279411513,0.4614687311910876,TCRbert,tcr,46,1.0
29,0.33644516835432475,0.4665923255062385,TCRbert,tcr,46,1.0
30,0.3285357956501893,0.46157169381038077,TCRbert,tcr,46,1.0
31,0.3201626682783726,0.46772662060062015,TCRbert,tcr,46,1.0
32,0.3128897317743363,0.457547766818354,TCRbert,tcr,46,1.0
33,0.30409664553856164,0.4619081824563998,TCRbert,tcr,46,1.0
34,0.2964462933080536,0.45273945737900484,TCRbert,tcr,46,1.0
35,0.2884935911692207,0.45725794659662294,TCRbert,tcr,46,1.0
36,0.2788120651846703,0.4657461524712645,TCRbert,tcr,46,1.0
37,0.27043963746139893,0.4549227801806292,TCRbert,tcr,46,1.0
38,0.26378955765853856,0.4625803875222203,TCRbert,tcr,46,1.0
39,0.2545287803150134,0.47111471834000523,TCRbert,tcr,46,1.0
40,0.24790001508605605,0.48232612597220287,TCRbert,tcr,46,1.0
41,0.23954449350294305,0.4677672473732734,TCRbert,tcr,46,1.0
42,0.23489515510391096,0.48095469985616696,TCRbert,tcr,46,1.0
43,0.22608242651971822,0.4794653231831154,TCRbert,tcr,46,1.0
44,0.21805944208076072,0.49567001664332755,TCRbert,tcr,46,1.0
45,0.21412196677478845,0.5075191365098475,TCRbert,tcr,46,1.0
46,0.20575863448757428,0.5099738359623924,TCRbert,tcr,46,1.0
47,0.19970368523483362,0.5074959080955443,TCRbert,tcr,46,1.0
48,0.19431748675454052,0.49721053502932894,TCRbert,tcr,46,1.0
49,0.18675984592692488,0.5159706870884556,TCRbert,tcr,46,1.0
50,0.18193453740476495,0.5156055608988578,TCRbert,tcr,46,1.0
51,0.1760803959705176,0.527212880111701,TCRbert,tcr,46,1.0
52,0.17106821590470003,0.5452521675449182,TCRbert,tcr,46,1.0
53,0.1662025541991111,0.5355372870256297,TCRbert,tcr,46,1.0
54,0.1601085176835553,0.5481731720256152,TCRbert,tcr,46,1.0
55,0.1561966633460877,0.5776030031919822,TCRbert,tcr,46,1.0
56,0.15257792538201534,0.5756840264198841,TCRbert,tcr,46,1.0
57,0.14607369138329418,0.5591194033709678,TCRbert,tcr,46,1.0
58,0.14321744996564867,0.5763124476968366,TCRbert,tcr,46,1.0
59,0.14110730768452237,0.599374758420523,TCRbert,tcr,46,1.0
60,0.13362603580976032,0.5808861712731024,TCRbert,tcr,46,1.0
61,0.131392304630271,0.6128591498165558,TCRbert,tcr,46,1.0
62,0.1287053031741706,0.6005187614855847,TCRbert,tcr,46,1.0
63,0.12489550187919876,0.6331113218439002,TCRbert,tcr,46,1.0
64,0.12211504793318131,0.6382287513518481,TCRbert,tcr,46,1.0
