epoch,train_loss,val_loss,embedding,split,seed,fraction
0,0.6381314559219787,0.6074483732215019,blosum62,epi,44,1.0
1,0.6004498483871081,0.596247787865305,blosum62,epi,44,1.0
2,0.5915594812144404,0.5917626819979843,blosum62,epi,44,1.0
3,0.5851263640664379,0.5867175122174764,blosum62,epi,44,1.0
4,0.5809171356088626,0.5826744056786731,blosum62,epi,44,1.0
5,0.5767864927937525,0.5813692712237903,blosum62,epi,44,1.0
6,0.5745274693169209,0.5772568179932132,blosum62,epi,44,1.0
7,0.5715285769646212,0.5779228273570054,blosum62,epi,44,1.0
8,0.5685294884942333,0.5748490239103338,blosum62,epi,44,1.0
9,0.5668789055788739,0.5766121425809115,blosum62,epi,44,1.0
10,0.5637857997947598,0.571640792219414,blosum62,epi,44,1.0
11,0.5618700717339604,0.5728514090329669,blosum62,epi,44,1.0
12,0.5604001614570617,0.5692890432495479,blosum62,epi,44,1.0
13,0.5587914733519466,0.5685581284366212,blosum62,epi,44,1.0
14,0.5568265006592555,0.5676830215339612,blosum62,epi,44,1.0
15,0.5542234601749396,0.5668776556956102,blosum62,epi,44,1.0
16,0.5526125063185366,0.5646983883039317,blosum62,epi,44,1.0
17,0.5506138108235709,0.5664786183221823,blosum62,epi,44,1.0
18,0.5489910707888396,0.564165990376135,blosum62,epi,44,1.0
19,0.5471001367403113,0.5615883250459425,blosum62,epi,44,1.0
20,0.5448096964220083,0.5625755678756302,blosum62,epi,44,1.0
21,0.5439447399423729,0.5656890086480175,blosum62,epi,44,1.0
22,0.5414676468523393,0.5606903693106959,blosum62,epi,44,1.0
23,0.5392250768667423,0.5603827675853364,blosum62,epi,44,1.0
24,0.5380189726870993,0.5619137924887794,blosum62,epi,44,1.0
25,0.536345832535643,0.559173492497074,blosum62,epi,44,1.0
26,0.5344560970726961,0.5572136165246919,blosum62,epi,44,1.0
27,0.5320894883623775,0.5546823790710669,blosum62,epi,44,1.0
28,0.5305012660861755,0.5556581032486556,blosum62,epi,44,1.0
29,0.5282707639409888,0.5536436820318331,blosum62,epi,44,1.0
30,0.5269061168907592,0.5557918505839995,blosum62,epi,44,1.0
31,0.5238789217587584,0.5568974062262554,blosum62,epi,44,1.0
32,0.5218149415969848,0.5532775507725409,blosum62,epi,44,1.0
33,0.5206350143183832,0.5501568216192531,blosum62,epi,44,1.0
34,0.5177457544806581,0.555202232424681,blosum62,epi,44,1.0
35,0.5151603342411681,0.549515472295876,blosum62,epi,44,1.0
36,0.5136601252549924,0.5497145371380965,blosum62,epi,44,1.0
37,0.5110231835827324,0.5507420189222559,blosum62,epi,44,1.0
38,0.5093476002657635,0.5495137641664567,blosum62,epi,44,1.0
