epoch,train_loss,val_loss,embedding,split,seed,fraction
0,0.6467213986371102,0.6194340017911893,blosum62,tcr,44,1.0
1,0.608384244828916,0.6081539687963449,blosum62,tcr,44,1.0
2,0.6002925242708542,0.6079411840657211,blosum62,tcr,44,1.0
3,0.5945418269809113,0.6093678238687666,blosum62,tcr,44,1.0
4,0.5900382186639649,0.593850537799578,blosum62,tcr,44,1.0
5,0.587179449673064,0.591335525580191,blosum62,tcr,44,1.0
6,0.5834685971529684,0.5896305796705019,blosum62,tcr,44,1.0
7,0.581665849826118,0.5907021233481631,blosum62,tcr,44,1.0
8,0.5795988594424503,0.5847512312872424,blosum62,tcr,44,1.0
9,0.5763885120390119,0.5835912592802119,blosum62,tcr,44,1.0
10,0.5751120808193253,0.5813765343480265,blosum62,tcr,44,1.0
11,0.5727010397942784,0.586351582519617,blosum62,tcr,44,1.0
12,0.5705335120463656,0.5810242153325744,blosum62,tcr,44,1.0
13,0.5695488364380046,0.5803298574303906,blosum62,tcr,44,1.0
14,0.5669062855649869,0.5779186482830508,blosum62,tcr,44,1.0
15,0.5655682133334973,0.5774813983065202,blosum62,tcr,44,1.0
16,0.564136625479563,0.5804674061609247,blosum62,tcr,44,1.0
17,0.5620601901787854,0.5744047948462481,blosum62,tcr,44,1.0
18,0.5601908050824053,0.5728173683922455,blosum62,tcr,44,1.0
19,0.5579564911907687,0.5774064468305177,blosum62,tcr,44,1.0
20,0.5569690449841234,0.5715670732038404,blosum62,tcr,44,1.0
21,0.5544799655451629,0.576096843144578,blosum62,tcr,44,1.0
22,0.5525699308918541,0.56987692906795,blosum62,tcr,44,1.0
23,0.5507805368807767,0.5739870531672145,blosum62,tcr,44,1.0
24,0.5499691267786566,0.5689571348455525,blosum62,tcr,44,1.0
25,0.547040672077602,0.5680035229924318,blosum62,tcr,44,1.0
26,0.5455123006920959,0.5690814245451896,blosum62,tcr,44,1.0
27,0.5427695837491949,0.5708198216336653,blosum62,tcr,44,1.0
28,0.5414766570698444,0.5660139010411119,blosum62,tcr,44,1.0
29,0.5387621921454303,0.5642576920797585,blosum62,tcr,44,1.0
30,0.5376502365958583,0.5658510029961128,blosum62,tcr,44,1.0
31,0.5366595918566144,0.5620346744789073,blosum62,tcr,44,1.0
32,0.5327976097227441,0.5635110027784114,blosum62,tcr,44,1.0
33,0.5311084616988964,0.5676472605416221,blosum62,tcr,44,1.0
34,0.5288292328773471,0.5651930794628534,blosum62,tcr,44,1.0
35,0.527022062301601,0.5583952327652041,blosum62,tcr,44,1.0
36,0.5251138351930632,0.55917001039559,blosum62,tcr,44,1.0
37,0.5220360885262012,0.55844735456049,blosum62,tcr,44,1.0
38,0.5206895319351037,0.5584010060184901,blosum62,tcr,44,1.0
39,0.5187053606423585,0.5594172185803333,blosum62,tcr,44,1.0
40,0.5148537279036411,0.5594060771272741,blosum62,tcr,44,1.0
41,0.5135146967353358,0.5616311111815466,blosum62,tcr,44,1.0
42,0.510431942496351,0.5695341672031806,blosum62,tcr,44,1.0
43,0.5074130945161469,0.554246934427012,blosum62,tcr,44,1.0
44,0.5056457508805255,0.5531931571718259,blosum62,tcr,44,1.0
45,0.504235254651339,0.5564882393383563,blosum62,tcr,44,1.0
46,0.5008852201216766,0.5526160075205947,blosum62,tcr,44,1.0
47,0.4986972773403025,0.5608745722746868,blosum62,tcr,44,1.0
48,0.49724191202475027,0.5597811760354499,blosum62,tcr,44,1.0
49,0.493243182971378,0.554965144112942,blosum62,tcr,44,1.0
50,0.49049449858000593,0.5533035991590882,blosum62,tcr,44,1.0
51,0.48805309002847663,0.5610750345365888,blosum62,tcr,44,1.0
52,0.48544046368191585,0.5606619528489347,blosum62,tcr,44,1.0
53,0.48286795558022333,0.5580207352336499,blosum62,tcr,44,1.0
54,0.4796312700610163,0.5562711764731871,blosum62,tcr,44,1.0
55,0.47769744781470824,0.5579519802188,blosum62,tcr,44,1.0
56,0.47486117124083543,0.5570021352501932,blosum62,tcr,44,1.0
57,0.47217662412594874,0.555201927807607,blosum62,tcr,44,1.0
58,0.4687150076956484,0.5488409160773621,blosum62,tcr,44,1.0
59,0.46682545328010977,0.5626895997546099,blosum62,tcr,44,1.0
60,0.4633874776461861,0.559686666364773,blosum62,tcr,44,1.0
61,0.4611124094774197,0.5614342650307108,blosum62,tcr,44,1.0
62,0.45555539694654595,0.5583411570393374,blosum62,tcr,44,1.0
63,0.4557236757367997,0.565270252261531,blosum62,tcr,44,1.0
64,0.4504755786052695,0.5620060927564159,blosum62,tcr,44,1.0
65,0.44880708966414395,0.5740697764337906,blosum62,tcr,44,1.0
66,0.4449559084339762,0.5696129116785715,blosum62,tcr,44,1.0
67,0.4417962763132453,0.5769222834822935,blosum62,tcr,44,1.0
68,0.43969700535864265,0.5634903954030275,blosum62,tcr,44,1.0
69,0.43696012844013893,0.5868612674154111,blosum62,tcr,44,1.0
70,0.4343346685800481,0.5741987566765302,blosum62,tcr,44,1.0
71,0.43102576607515436,0.5689749989680307,blosum62,tcr,44,1.0
72,0.4275011646246464,0.5705861286755703,blosum62,tcr,44,1.0
73,0.42477585661867995,0.5626953018992072,blosum62,tcr,44,1.0
74,0.4218096067309237,0.5785430085053551,blosum62,tcr,44,1.0
75,0.4192359325122881,0.5775823237695463,blosum62,tcr,44,1.0
76,0.4160966981061659,0.576309814987135,blosum62,tcr,44,1.0
77,0.41277268600186445,0.5779433378669047,blosum62,tcr,44,1.0
78,0.4092796666137464,0.5903248346715446,blosum62,tcr,44,1.0
79,0.4065201096424752,0.5857469160590542,blosum62,tcr,44,1.0
80,0.4031135267673688,0.5856494935624903,blosum62,tcr,44,1.0
81,0.402220355662697,0.5937705261621944,blosum62,tcr,44,1.0
82,0.3970535522637258,0.5903254706694819,blosum62,tcr,44,1.0
83,0.3955876295254841,0.594448927528753,blosum62,tcr,44,1.0
84,0.39190105679406634,0.6139814609591907,blosum62,tcr,44,1.0
85,0.39055003979430136,0.6017176468803126,blosum62,tcr,44,1.0
86,0.38720974801204106,0.6146694306827009,blosum62,tcr,44,1.0
87,0.38453588446629,0.6035583235044265,blosum62,tcr,44,1.0
88,0.3808181507450135,0.6379162442277214,blosum62,tcr,44,1.0
