epoch,train_loss,val_loss,embedding,split,seed,fraction,subset_strategy,subset_fraction
0,0.5553581327739612,0.5158024976479104,catELMo,random,43,1.0,random,1
1,0.5129966692200113,0.49376827461273193,catELMo,random,43,1.0,random,1
2,0.4915258642328455,0.4736376951252002,catELMo,random,43,1.0,random,1
3,0.4707597033693307,0.44968317242409955,catELMo,random,43,1.0,random,1
4,0.4534705554311713,0.45056161985641313,catELMo,random,43,1.0,random,1
5,0.4417286091257203,0.42932139814438897,catELMo,random,43,1.0,random,1
6,0.4301897476176263,0.4190979519725705,catELMo,random,43,1.0,random,1
7,0.42142279486084655,0.4134693212791968,catELMo,random,43,1.0,random,1
8,0.41482938430034494,0.41154830531946623,catELMo,random,43,1.0,random,1
9,0.4080565017273565,0.3993926860109915,catELMo,random,43,1.0,random,1
10,0.40100344311587605,0.3920443164403774,catELMo,random,43,1.0,random,1
11,0.39691698270288733,0.39316879423016,catELMo,random,43,1.0,random,1
12,0.39284526666392244,0.3869490906534719,catELMo,random,43,1.0,random,1
13,0.3878364230802642,0.38085504374321905,catELMo,random,43,1.0,random,1
14,0.384299186907955,0.37833671754392245,catELMo,random,43,1.0,random,1
15,0.3807533997343013,0.3750821246683019,catELMo,random,43,1.0,random,1
16,0.3775362063774094,0.37237418120957666,catELMo,random,43,1.0,random,1
17,0.3736419590481301,0.37639836482661776,catELMo,random,43,1.0,random,1
18,0.3697632912285774,0.3672402418780777,catELMo,random,43,1.0,random,1
19,0.3682273818076292,0.37197440380002306,catELMo,random,43,1.0,random,1
20,0.36529191464288313,0.36431942170453335,catELMo,random,43,1.0,random,1
21,0.362753976287837,0.3637545990100041,catELMo,random,43,1.0,random,1
22,0.36041838086420197,0.3584431938519404,catELMo,random,43,1.0,random,1
23,0.3576311539516897,0.36109078975723347,catELMo,random,43,1.0,random,1
24,0.3549754516507364,0.3594680566757124,catELMo,random,43,1.0,random,1
25,0.3524910653639662,0.3621405854850385,catELMo,random,43,1.0,random,1
26,0.35023118564540406,0.3513212338481703,catELMo,random,43,1.0,random,1
27,0.3489041843958248,0.34886959111694,catELMo,random,43,1.0,random,1
28,0.3458267229782511,0.35230328326105875,catELMo,random,43,1.0,random,1
29,0.34416107682060404,0.34896816100747796,catELMo,random,43,1.0,random,1
30,0.3429934269632844,0.34711736793801373,catELMo,random,43,1.0,random,1
31,0.3408924219216661,0.35126993761182423,catELMo,random,43,1.0,random,1
32,0.33751620583264197,0.34919463366072634,catELMo,random,43,1.0,random,1
33,0.33776667522166853,0.3487048342269558,catELMo,random,43,1.0,random,1
34,0.3344994898203346,0.3521176686120934,catELMo,random,43,1.0,random,1
35,0.3325686122995521,0.340595109297044,catELMo,random,43,1.0,random,1
36,0.3320512979084524,0.34145621847924595,catELMo,random,43,1.0,random,1
37,0.33074072275499783,0.34365014965139545,catELMo,random,43,1.0,random,1
38,0.3284067005757669,0.34575368114264976,catELMo,random,43,1.0,random,1
39,0.3245632482029849,0.34878088403064,catELMo,random,43,1.0,random,1
40,0.3263421929347804,0.34020137500029834,catELMo,random,43,1.0,random,1
41,0.323536395130721,0.3337588015633183,catELMo,random,43,1.0,random,1
42,0.3233289784517466,0.33404506089627645,catELMo,random,43,1.0,random,1
43,0.32062156941697645,0.3366939369429996,catELMo,random,43,1.0,random,1
44,0.32093795477645193,0.33398108334150134,catELMo,random,43,1.0,random,1
45,0.3191283131127658,0.3294101086841375,catELMo,random,43,1.0,random,1
46,0.3171063457372236,0.3294497132115074,catELMo,random,43,1.0,random,1
47,0.31411467099231477,0.33795877823004755,catELMo,random,43,1.0,random,1
48,0.31355931243709534,0.3298961718272857,catELMo,random,43,1.0,random,1
49,0.31242176563944446,0.327281679619273,catELMo,random,43,1.0,random,1
50,0.31188288177588075,0.3394296005983501,catELMo,random,43,1.0,random,1
51,0.31035442503432176,0.33714773037956036,catELMo,random,43,1.0,random,1
52,0.3086546885124696,0.33406497155580467,catELMo,random,43,1.0,random,1
53,0.3066252013154323,0.3280155190546946,catELMo,random,43,1.0,random,1
54,0.30679409419634296,0.32016367839354337,catELMo,random,43,1.0,random,1
55,0.3057811899204899,0.32547987895152763,catELMo,random,43,1.0,random,1
56,0.30562916696011094,0.3300009947804867,catELMo,random,43,1.0,random,1
57,0.3037777753591293,0.3242430202906631,catELMo,random,43,1.0,random,1
58,0.3010028369915624,0.3341713506730118,catELMo,random,43,1.0,random,1
59,0.30092345121777153,0.32431529547456833,catELMo,random,43,1.0,random,1
60,0.29990990269262896,0.32035179899303196,catELMo,random,43,1.0,random,1
61,0.29870759575078487,0.32129933147310025,catELMo,random,43,1.0,random,1
62,0.29800346729303534,0.32178396160148304,catELMo,random,43,1.0,random,1
63,0.2965488151146622,0.3280306907972839,catELMo,random,43,1.0,random,1
64,0.29576039309008295,0.32006610047419387,catELMo,random,43,1.0,random,1
65,0.29438756791973103,0.3174546808569358,catELMo,random,43,1.0,random,1
66,0.293676790732558,0.3205020292034438,catELMo,random,43,1.0,random,1
67,0.2913616995383037,0.3133024149517492,catELMo,random,43,1.0,random,1
68,0.29111166900469015,0.31560214293171457,catELMo,random,43,1.0,random,1
69,0.2900903644424137,0.3153751777026123,catELMo,random,43,1.0,random,1
70,0.28963140391585884,0.3262818463568558,catELMo,random,43,1.0,random,1
71,0.29004191099647164,0.3148328417226934,catELMo,random,43,1.0,random,1
72,0.2884351042740613,0.3137812549114466,catELMo,random,43,1.0,random,1
73,0.2876383582046909,0.32192540629437244,catELMo,random,43,1.0,random,1
74,0.28581626286183637,0.3231759188629767,catELMo,random,43,1.0,random,1
75,0.285225630926071,0.310790859937946,catELMo,random,43,1.0,random,1
76,0.28547983827792917,0.3115653020295743,catELMo,random,43,1.0,random,1
77,0.2834873051425241,0.3153463654391771,catELMo,random,43,1.0,random,1
78,0.2817915019043567,0.3141795216992539,catELMo,random,43,1.0,random,1
79,0.2806727528297045,0.3181798024791652,catELMo,random,43,1.0,random,1
80,0.28223274774587376,0.310354488072835,catELMo,random,43,1.0,random,1
81,0.27938225785382736,0.31488013271738907,catELMo,random,43,1.0,random,1
82,0.2791718582915735,0.3053799824343935,catELMo,random,43,1.0,random,1
83,0.2784031971375889,0.30990352405021054,catELMo,random,43,1.0,random,1
84,0.27774531154861876,0.3052703838344217,catELMo,random,43,1.0,random,1
85,0.27766786766079316,0.31495870344415616,catELMo,random,43,1.0,random,1
86,0.27561997410591216,0.3096650990688435,catELMo,random,43,1.0,random,1
87,0.2746260829502667,0.3146505874249593,catELMo,random,43,1.0,random,1
88,0.273566491564868,0.3111204643268584,catELMo,random,43,1.0,random,1
89,0.2743081927218168,0.3077600665524286,catELMo,random,43,1.0,random,1
90,0.2723209434399677,0.31099739394224285,catELMo,random,43,1.0,random,1
91,0.2735492112817123,0.3076997070872562,catELMo,random,43,1.0,random,1
92,0.27117411986092954,0.3041291590616269,catELMo,random,43,1.0,random,1
93,0.27003256032202266,0.30590173069782384,catELMo,random,43,1.0,random,1
94,0.2693187264112406,0.30902547713324585,catELMo,random,43,1.0,random,1
95,0.27033754374621466,0.3069491681791952,catELMo,random,43,1.0,random,1
96,0.26944594627057883,0.30459753800136813,catELMo,random,43,1.0,random,1
97,0.26660227050060886,0.3090555648593415,catELMo,random,43,1.0,random,1
98,0.266947072390856,0.30588164311424654,catELMo,random,43,1.0,random,1
99,0.2660861665130556,0.30679659634762757,catELMo,random,43,1.0,random,1
100,0.26526271110246635,0.3061826519606327,catELMo,random,43,1.0,random,1
101,0.2649153213345416,0.3072120016574621,catELMo,random,43,1.0,random,1
102,0.26362598632197154,0.31008861279329664,catELMo,random,43,1.0,random,1
103,0.2632429735933567,0.30823758191120865,catELMo,random,43,1.0,random,1
104,0.26374788102444713,0.3097733858264857,catELMo,random,43,1.0,random,1
105,0.2627485749034355,0.305445417398602,catELMo,random,43,1.0,random,1
106,0.2614479837789605,0.29842181620183206,catELMo,random,43,1.0,random,1
107,0.26240687330606083,0.30304818965386293,catELMo,random,43,1.0,random,1
108,0.26087603888431493,0.30822400167670716,catELMo,random,43,1.0,random,1
109,0.26050037620070193,0.30810443347659955,catELMo,random,43,1.0,random,1
110,0.2584921287130566,0.30786106595868473,catELMo,random,43,1.0,random,1
111,0.25971576015522063,0.30422407138233887,catELMo,random,43,1.0,random,1
112,0.2579338137120141,0.3021126439767968,catELMo,random,43,1.0,random,1
113,0.2580935702200724,0.30536458819941936,catELMo,random,43,1.0,random,1
114,0.2566716958493643,0.30304836967598275,catELMo,random,43,1.0,random,1
115,0.2563861809590874,0.3017125843746017,catELMo,random,43,1.0,random,1
116,0.2555462035446137,0.30626792314002815,catELMo,random,43,1.0,random,1
117,0.25419168393047514,0.2986286759195236,catELMo,random,43,1.0,random,1
118,0.25366750363353463,0.301033501385212,catELMo,random,43,1.0,random,1
119,0.2543294801358566,0.2989125340477903,catELMo,random,43,1.0,random,1
120,0.2534352825329659,0.30166805091611915,catELMo,random,43,1.0,random,1
121,0.2520876530653928,0.2955275382527629,catELMo,random,43,1.0,random,1
122,0.2509139515676642,0.3024486665996203,catELMo,random,43,1.0,random,1
123,0.25009591755090427,0.2963551611911455,catELMo,random,43,1.0,random,1
124,0.2514733868365602,0.2986697393637648,catELMo,random,43,1.0,random,1
125,0.2513821903303416,0.2988239304271173,catELMo,random,43,1.0,random,1
126,0.25109992363997474,0.30262298451195724,catELMo,random,43,1.0,random,1
127,0.2480553440219476,0.3001846419620562,catELMo,random,43,1.0,random,1
128,0.2496306447945593,0.3040200760153839,catELMo,random,43,1.0,random,1
129,0.2479599774653211,0.3035969673174182,catELMo,random,43,1.0,random,1
130,0.24665865944870108,0.3023924127809058,catELMo,random,43,1.0,random,1
131,0.24667813225982507,0.31473517275731727,catELMo,random,43,1.0,random,1
132,0.24690519368589733,0.3050710801559013,catELMo,random,43,1.0,random,1
133,0.24560861841353795,0.29960651768803037,catELMo,random,43,1.0,random,1
134,0.24635811697115004,0.30130635751077994,catELMo,random,43,1.0,random,1
135,0.24554464559124767,0.3096622759032004,catELMo,random,43,1.0,random,1
136,0.2459508487033885,0.3017131783759503,catELMo,random,43,1.0,random,1
137,0.24579611674389393,0.29662017167560717,catELMo,random,43,1.0,random,1
138,0.2442324082138013,0.3010178094821435,catELMo,random,43,1.0,random,1
139,0.24230393573293868,0.30231210570286515,catELMo,random,43,1.0,random,1
140,0.24189128998549486,0.29693861410327865,catELMo,random,43,1.0,random,1
141,0.2424557578081505,0.2985733774812374,catELMo,random,43,1.0,random,1
142,0.24261959215215398,0.29648565721657866,catELMo,random,43,1.0,random,1
143,0.2423354045525691,0.2990056074145913,catELMo,random,43,1.0,random,1
144,0.24140640048397943,0.294887470666838,catELMo,random,43,1.0,random,1
145,0.23980076775529163,0.3025760989361299,catELMo,random,43,1.0,random,1
146,0.23976544710931386,0.29362057659443325,catELMo,random,43,1.0,random,1
147,0.2383975281683059,0.30057051213481695,catELMo,random,43,1.0,random,1
148,0.2382454683204345,0.30153965173818226,catELMo,random,43,1.0,random,1
149,0.23962295306182818,0.2985304885531737,catELMo,random,43,1.0,random,1
150,0.23638696035693355,0.29848434247253763,catELMo,random,43,1.0,random,1
151,0.23697606967867027,0.2997707412106897,catELMo,random,43,1.0,random,1
152,0.23608661574115264,0.2979258132310695,catELMo,random,43,1.0,random,1
153,0.23608874801490903,0.3051431822600968,catELMo,random,43,1.0,random,1
154,0.23649023684189702,0.2985693837365957,catELMo,random,43,1.0,random,1
155,0.23679866444627526,0.2985735372547646,catELMo,random,43,1.0,random,1
156,0.23585430296478846,0.29562685534828015,catELMo,random,43,1.0,random,1
157,0.2345445016160337,0.29453083548087494,catELMo,random,43,1.0,random,1
158,0.23173311856955248,0.2971449578003577,catELMo,random,43,1.0,random,1
159,0.23375910855371643,0.2969513678134995,catELMo,random,43,1.0,random,1
160,0.23238326394637857,0.2968781368890696,catELMo,random,43,1.0,random,1
161,0.23303521918144687,0.30021888989045475,catELMo,random,43,1.0,random,1
162,0.2331784787491303,0.302171636025591,catELMo,random,43,1.0,random,1
163,0.23100203283705062,0.2972874819877262,catELMo,random,43,1.0,random,1
164,0.2318538128606388,0.29634067783986107,catELMo,random,43,1.0,random,1
165,0.2319469435914238,0.29848465007556724,catELMo,random,43,1.0,random,1
166,0.23116876024892294,0.30947642563447414,catELMo,random,43,1.0,random,1
167,0.23106877321929287,0.29700866628674627,catELMo,random,43,1.0,random,1
168,0.22926826325041227,0.29969565358208017,catELMo,random,43,1.0,random,1
169,0.22971174006130649,0.2971431028507167,catELMo,random,43,1.0,random,1
170,0.23016681958982266,0.30349254054971736,catELMo,random,43,1.0,random,1
171,0.22825044648616724,0.29705005084259856,catELMo,random,43,1.0,random,1
172,0.2271480457626129,0.29828612758395007,catELMo,random,43,1.0,random,1
173,0.22887200273426372,0.2928240394315135,catELMo,random,43,1.0,random,1
174,0.2282112066292933,0.2938027667478245,catELMo,random,43,1.0,random,1
175,0.22680345382205866,0.29453602591026207,catELMo,random,43,1.0,random,1
176,0.2267561924852319,0.294736667277341,catELMo,random,43,1.0,random,1
177,0.22658030382208927,0.2994721468081251,catELMo,random,43,1.0,random,1
178,0.2255917131396034,0.2970730566237401,catELMo,random,43,1.0,random,1
179,0.2251971869904428,0.29777840410643364,catELMo,random,43,1.0,random,1
180,0.22472037834637051,0.2948585218523677,catELMo,random,43,1.0,random,1
181,0.22384777888412366,0.2966111659417574,catELMo,random,43,1.0,random,1
182,0.22492737881560862,0.2979619941283383,catELMo,random,43,1.0,random,1
183,0.224797192326602,0.29907653403006007,catELMo,random,43,1.0,random,1
184,0.22305904055453923,0.29450494015963347,catELMo,random,43,1.0,random,1
185,0.2238367278108898,0.2944726149609504,catELMo,random,43,1.0,random,1
186,0.2231339778803927,0.2937055146772163,catELMo,random,43,1.0,random,1
187,0.22287448414407288,0.29880232261467027,catELMo,random,43,1.0,random,1
188,0.22300837154063324,0.30257686625683855,catELMo,random,43,1.0,random,1
189,0.22294556361106457,0.3006667796782983,catELMo,random,43,1.0,random,1
190,0.2209178570301114,0.297516687027559,catELMo,random,43,1.0,random,1
191,0.22251482907871842,0.2931731698510647,catELMo,random,43,1.0,random,1
192,0.22157012863979797,0.29338540794486717,catELMo,random,43,1.0,random,1
