epoch,train_loss,val_loss,embedding,split,seed,fraction,subset_strategy,subset_fraction
0,0.6270772761326582,0.642459442615509,catELMo,random,44,1.0,cluster-cluster,0.1
1,0.5679738169461201,0.5655637280146281,catELMo,random,44,1.0,cluster-cluster,0.1
2,0.5403146354781234,0.5408663741747538,catELMo,random,44,1.0,cluster-cluster,0.1
3,0.5288042888052296,0.5351598962148031,catELMo,random,44,1.0,cluster-cluster,0.1
4,0.515479911775876,0.523278402487437,catELMo,random,44,1.0,cluster-cluster,0.1
5,0.505858625637902,0.5174499913056692,catELMo,random,44,1.0,cluster-cluster,0.1
6,0.5003958277718226,0.5246754646301269,catELMo,random,44,1.0,cluster-cluster,0.1
7,0.4935463802819823,0.5186659534772237,catELMo,random,44,1.0,cluster-cluster,0.1
8,0.4883694062303872,0.5155542437235514,catELMo,random,44,1.0,cluster-cluster,0.1
9,0.48623429324551054,0.5066981923580169,catELMo,random,44,1.0,cluster-cluster,0.1
10,0.47396243940504335,0.5066272648175557,catELMo,random,44,1.0,cluster-cluster,0.1
11,0.4680630344489882,0.5048208049933116,catELMo,random,44,1.0,cluster-cluster,0.1
12,0.46573880303651677,0.5030924876530966,catELMo,random,44,1.0,cluster-cluster,0.1
13,0.4555453645159233,0.4986167041460673,catELMo,random,44,1.0,cluster-cluster,0.1
14,0.4509721746370697,0.5035648675759633,catELMo,random,44,1.0,cluster-cluster,0.1
15,0.4468119888729456,0.5065372669696808,catELMo,random,44,1.0,cluster-cluster,0.1
16,0.4427382833873485,0.5039461278915405,catELMo,random,44,1.0,cluster-cluster,0.1
17,0.43960456204696235,0.4962913767496745,catELMo,random,44,1.0,cluster-cluster,0.1
18,0.42918078966652573,0.4900199965635936,catELMo,random,44,1.0,cluster-cluster,0.1
19,0.4280023993623051,0.4931541387240092,catELMo,random,44,1.0,cluster-cluster,0.1
20,0.42209328009550673,0.49200826048851015,catELMo,random,44,1.0,cluster-cluster,0.1
21,0.4188310079779838,0.49537700057029727,catELMo,random,44,1.0,cluster-cluster,0.1
22,0.4147367423635915,0.49497217337290444,catELMo,random,44,1.0,cluster-cluster,0.1
23,0.40806884683921224,0.5075139864285787,catELMo,random,44,1.0,cluster-cluster,0.1
24,0.4018878872913219,0.49870542049407957,catELMo,random,44,1.0,cluster-cluster,0.1
25,0.39316941216695894,0.5159106508890787,catELMo,random,44,1.0,cluster-cluster,0.1
26,0.39346238342922596,0.5061541124184926,catELMo,random,44,1.0,cluster-cluster,0.1
27,0.38760946903909954,0.4898275057474772,catELMo,random,44,1.0,cluster-cluster,0.1
28,0.3853023021762914,0.4984162672360738,catELMo,random,44,1.0,cluster-cluster,0.1
29,0.37574569407487113,0.5113133414586385,catELMo,random,44,1.0,cluster-cluster,0.1
30,0.37343351992522233,0.4757836548487345,catELMo,random,44,1.0,cluster-cluster,0.1
31,0.362635252907353,0.48037787516911823,catELMo,random,44,1.0,cluster-cluster,0.1
32,0.3646427537307076,0.4776246531804403,catELMo,random,44,1.0,cluster-cluster,0.1
33,0.35917052389290127,0.4766399355729421,catELMo,random,44,1.0,cluster-cluster,0.1
34,0.3562957660511542,0.4840918223063151,catELMo,random,44,1.0,cluster-cluster,0.1
35,0.3487893786506599,0.47731754302978513,catELMo,random,44,1.0,cluster-cluster,0.1
36,0.3461260069960027,0.48603976090749107,catELMo,random,44,1.0,cluster-cluster,0.1
37,0.3403746262530313,0.4757856214046478,catELMo,random,44,1.0,cluster-cluster,0.1
38,0.33572030445075485,0.4839379028479258,catELMo,random,44,1.0,cluster-cluster,0.1
39,0.33755716593319796,0.47970412214597064,catELMo,random,44,1.0,cluster-cluster,0.1
40,0.32820373727476765,0.4888460882504781,catELMo,random,44,1.0,cluster-cluster,0.1
41,0.3269557834189979,0.48246779521306354,catELMo,random,44,1.0,cluster-cluster,0.1
42,0.31940056968527497,0.4849194872379303,catELMo,random,44,1.0,cluster-cluster,0.1
43,0.31854740787090086,0.496174635887146,catELMo,random,44,1.0,cluster-cluster,0.1
44,0.3150742218122651,0.4737646810213725,catELMo,random,44,1.0,cluster-cluster,0.1
45,0.3115058761978825,0.4893558661142985,catELMo,random,44,1.0,cluster-cluster,0.1
46,0.31477669670515884,0.499686998128891,catELMo,random,44,1.0,cluster-cluster,0.1
47,0.31098885557395856,0.4945979396502177,catELMo,random,44,1.0,cluster-cluster,0.1
48,0.3031288595502187,0.49155311822891234,catELMo,random,44,1.0,cluster-cluster,0.1
49,0.29850951848188534,0.47535401105880737,catELMo,random,44,1.0,cluster-cluster,0.1
50,0.2926968799026166,0.5086502734820048,catELMo,random,44,1.0,cluster-cluster,0.1
51,0.2915797088302788,0.49504186669985456,catELMo,random,44,1.0,cluster-cluster,0.1
52,0.28619751695214285,0.5170716714859008,catELMo,random,44,1.0,cluster-cluster,0.1
53,0.28674329417390465,0.4888229497273763,catELMo,random,44,1.0,cluster-cluster,0.1
54,0.28332930803454165,0.4909252695242564,catELMo,random,44,1.0,cluster-cluster,0.1
55,0.27448485289493657,0.492395981947581,catELMo,random,44,1.0,cluster-cluster,0.1
56,0.2720752250874429,0.5104277308781942,catELMo,random,44,1.0,cluster-cluster,0.1
57,0.268906952238885,0.5272083075841268,catELMo,random,44,1.0,cluster-cluster,0.1
58,0.2688469271067933,0.5032503326733907,catELMo,random,44,1.0,cluster-cluster,0.1
59,0.2702621398639644,0.49869411150614423,catELMo,random,44,1.0,cluster-cluster,0.1
60,0.26043007653937056,0.5069820666313172,catELMo,random,44,1.0,cluster-cluster,0.1
61,0.25544844360179214,0.5053859404722849,catELMo,random,44,1.0,cluster-cluster,0.1
62,0.25944197495140997,0.51597314397494,catELMo,random,44,1.0,cluster-cluster,0.1
63,0.25379820635129896,0.5319002922375997,catELMo,random,44,1.0,cluster-cluster,0.1
64,0.25033041254026644,0.5090709845225017,catELMo,random,44,1.0,cluster-cluster,0.1
65,0.25195661950971887,0.5324527748425801,catELMo,random,44,1.0,cluster-cluster,0.1
66,0.2476851520662624,0.5262479066848755,catELMo,random,44,1.0,cluster-cluster,0.1
67,0.24767919235844504,0.5218418494860331,catELMo,random,44,1.0,cluster-cluster,0.1
68,0.2450230976149636,0.5123158101240793,catELMo,random,44,1.0,cluster-cluster,0.1
69,0.24577275105121452,0.5252993496259054,catELMo,random,44,1.0,cluster-cluster,0.1
70,0.24789148700261487,0.5322662218411763,catELMo,random,44,1.0,cluster-cluster,0.1
71,0.2386188964537423,0.5173513881365458,catELMo,random,44,1.0,cluster-cluster,0.1
72,0.2334880164051905,0.53737824122111,catELMo,random,44,1.0,cluster-cluster,0.1
73,0.23380460348264492,0.5202708490689596,catELMo,random,44,1.0,cluster-cluster,0.1
74,0.23772498623252963,0.5274024494489034,catELMo,random,44,1.0,cluster-cluster,0.1
