epoch,train_loss,val_loss,embedding,split,seed,fraction,subset_strategy,subset_fraction
0,0.6253681505640921,0.6473558338483175,catELMo,random,42,1.0,random,0.1
1,0.5710523946168156,0.5846298329035441,catELMo,random,42,1.0,random,0.1
2,0.5478353544322347,0.5569743283589681,catELMo,random,42,1.0,random,0.1
3,0.5352456467138356,0.5497596788406373,catELMo,random,42,1.0,random,0.1
4,0.5216727909939494,0.544523495833079,catELMo,random,42,1.0,random,0.1
5,0.5165079870507603,0.5380628514289856,catELMo,random,42,1.0,random,0.1
6,0.5122085566645109,0.5550593042373657,catELMo,random,42,1.0,random,0.1
7,0.5052777526931311,0.5311248509089151,catELMo,random,42,1.0,random,0.1
8,0.49409172498281473,0.5331092611948649,catELMo,random,42,1.0,random,0.1
9,0.48740852585646466,0.525329098701477,catELMo,random,42,1.0,random,0.1
10,0.48162674133705974,0.5207024304072062,catELMo,random,42,1.0,random,0.1
11,0.4777331321626012,0.5351172502835592,catELMo,random,42,1.0,random,0.1
12,0.47293376459919423,0.5255207967758179,catELMo,random,42,1.0,random,0.1
13,0.4698890643385908,0.5194308606783549,catELMo,random,42,1.0,random,0.1
14,0.4611492299638088,0.5300618720054626,catELMo,random,42,1.0,random,0.1
15,0.4591839950157077,0.5177121599515279,catELMo,random,42,1.0,random,0.1
16,0.4517519937059009,0.5219226829210917,catELMo,random,42,1.0,random,0.1
17,0.44903087610534365,0.5147649749120077,catELMo,random,42,1.0,random,0.1
18,0.44434164823712696,0.527572344938914,catELMo,random,42,1.0,random,0.1
19,0.4389561274825741,0.5176739764213562,catELMo,random,42,1.0,random,0.1
20,0.42873800017549235,0.512214081287384,catELMo,random,42,1.0,random,0.1
21,0.432835025842547,0.5196243397394816,catELMo,random,42,1.0,random,0.1
22,0.422842198959844,0.5162136975924174,catELMo,random,42,1.0,random,0.1
23,0.4176399030556164,0.5236153936386109,catELMo,random,42,1.0,random,0.1
24,0.417855467734427,0.512795221010844,catELMo,random,42,1.0,random,0.1
25,0.4081282985268779,0.5098571674029032,catELMo,random,42,1.0,random,0.1
26,0.4020246654278623,0.5162932101885478,catELMo,random,42,1.0,random,0.1
27,0.3978113224823508,0.5063358151912689,catELMo,random,42,1.0,random,0.1
28,0.39390549943581343,0.5091634599367777,catELMo,random,42,1.0,random,0.1
29,0.38338199835550996,0.5209796571731568,catELMo,random,42,1.0,random,0.1
30,0.3794694491338807,0.511346390247345,catELMo,random,42,1.0,random,0.1
31,0.3783714636794776,0.5163343938191732,catELMo,random,42,1.0,random,0.1
32,0.3752751130156514,0.5134875082969665,catELMo,random,42,1.0,random,0.1
33,0.37079322928221586,0.5076248868306478,catELMo,random,42,1.0,random,0.1
34,0.36603729997964635,0.5074929976463318,catELMo,random,42,1.0,random,0.1
35,0.3635924575176843,0.5349357883135478,catELMo,random,42,1.0,random,0.1
36,0.35580878187502357,0.500850210984548,catELMo,random,42,1.0,random,0.1
37,0.3572804271743345,0.5273842620849609,catELMo,random,42,1.0,random,0.1
38,0.35137469451673686,0.5093675049146017,catELMo,random,42,1.0,random,0.1
39,0.3470658780209044,0.5156589929262797,catELMo,random,42,1.0,random,0.1
40,0.34438725684180954,0.5266645987828572,catELMo,random,42,1.0,random,0.1
41,0.3411207312479298,0.5251476939519246,catELMo,random,42,1.0,random,0.1
42,0.33757030439900826,0.5296512651443481,catELMo,random,42,1.0,random,0.1
43,0.3347526419709719,0.5103089920679729,catELMo,random,42,1.0,random,0.1
44,0.3270993668765092,0.5241917546590169,catELMo,random,42,1.0,random,0.1
45,0.3205016973965317,0.5109643356005351,catELMo,random,42,1.0,random,0.1
46,0.32157715256683134,0.5203981335957845,catELMo,random,42,1.0,random,0.1
47,0.31973238253735,0.5106121317545573,catELMo,random,42,1.0,random,0.1
48,0.31927986744077097,0.5323435219128927,catELMo,random,42,1.0,random,0.1
49,0.3099831716619204,0.5172771946589152,catELMo,random,42,1.0,random,0.1
50,0.306625333389735,0.512959558169047,catELMo,random,42,1.0,random,0.1
51,0.30166664536896676,0.5209511534372966,catELMo,random,42,1.0,random,0.1
52,0.30270405580963816,0.5222007497151693,catELMo,random,42,1.0,random,0.1
53,0.29839986263013846,0.5209433404604594,catELMo,random,42,1.0,random,0.1
54,0.2956713436264637,0.5264844997723898,catELMo,random,42,1.0,random,0.1
55,0.2865550779615254,0.5342959547042847,catELMo,random,42,1.0,random,0.1
56,0.2879204443997812,0.5342838144302369,catELMo,random,42,1.0,random,0.1
57,0.28836490656614217,0.5409169554710388,catELMo,random,42,1.0,random,0.1
58,0.29355776544958534,0.5287408987681071,catELMo,random,42,1.0,random,0.1
59,0.28159141472389126,0.537110546429952,catELMo,random,42,1.0,random,0.1
60,0.27669781834022134,0.5281773058573405,catELMo,random,42,1.0,random,0.1
61,0.2730476108961854,0.5369632252057394,catELMo,random,42,1.0,random,0.1
62,0.272851955542359,0.5319256766637166,catELMo,random,42,1.0,random,0.1
63,0.2674835778562906,0.5373114649454752,catELMo,random,42,1.0,random,0.1
64,0.2669744818500911,0.5495211021105448,catELMo,random,42,1.0,random,0.1
65,0.26593115193497036,0.5478740175565083,catELMo,random,42,1.0,random,0.1
66,0.2595717631543119,0.5470364173253377,catELMo,random,42,1.0,random,0.1
